name,author_id,journal,role,first_year,last_year,n_snapshots
Weiming Zhu,,Manufacturing & Service Operations Management,Associate Editor,2026,2026,1
Wolfram Wiesemann,,Manufacturing & Service Operations Management,Associate Editor,2021,2023,3
Xuanming Su,,Manufacturing & Service Operations Management,Associate Editor,2019,2023,5
Yao Cui,,Manufacturing & Service Operations Management,Associate Editor,2024,2026,2
Yiangos Papanastasiou,,Manufacturing & Service Operations Management,Associate Editor,2024,2026,2
Yichuan Ding,,Manufacturing & Service Operations Management,Associate Editor,2021,2026,5
Yiling Zhang,,Manufacturing & Service Operations Management,Associate Editor,2026,2026,1
Ying Rong,,Manufacturing & Service Operations Management,Associate Editor,2026,2026,1
Ying-Ju Chen,,Manufacturing & Service Operations Management,Associate Editor,2019,2026,7
Yossi Aviv,,Manufacturing & Service Operations Management,Associate Editor,2021,2023,3
Yuqian Xu,,Manufacturing & Service Operations Management,Associate Editor,2026,2026,1
Zeynep Aksin Karaesmen,,Manufacturing & Service Operations Management,Associate Editor,2019,2026,7
Zhenyu Hu,,Manufacturing & Service Operations Management,Associate Editor,2024,2026,2
Zhichao Zheng,,Manufacturing & Service Operations Management,Associate Editor,2026,2026,1
Zizhuo Wang,,Manufacturing & Service Operations Management,Associate Editor,2021,2023,3
Ananth Raman,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Anita Tucker,,Manufacturing & Service Operations Management,Department Editor,2021,2021,1
Anita Tucker Carson,,Manufacturing & Service Operations Management,Department Editor,2022,2023,2
Atalay Atasu,,Manufacturing & Service Operations Management,Department Editor,2026,2026,1
Brian Tomlin,,Manufacturing & Service Operations Management,Department Editor,2019,2020,2
Dorothee Honhon,,Manufacturing & Service Operations Management,Department Editor,2024,2026,3
ESMT Berlin,,Manufacturing & Service Operations Management,Department Editor,2021,2024,4
Felipe Caro,,Manufacturing & Service Operations Management,Department Editor,2024,2026,2
Feryal Erhun,,Manufacturing & Service Operations Management,Department Editor,2023,2026,3
Guillaume Roels,,Manufacturing & Service Operations Management,Department Editor,2021,2023,3
Hau Lee,,Manufacturing & Service Operations Management,Department Editor,2019,2020,2
Huseyin Topaloglu,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Jun Li,,Manufacturing & Service Operations Management,Department Editor,2026,2026,1
Jérémie Gallien,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Kamalini Ramdas,,Manufacturing & Service Operations Management,Department Editor,2020,2026,6
L. Beril Toktay,,Manufacturing & Service Operations Management,Department Editor,2021,2024,4
Lauren Lu,,Manufacturing & Service Operations Management,Department Editor,2024,2026,2
Mahesh Nagarajan,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Marcelo Olivares,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Maxime Cohen,,Manufacturing & Service Operations Management,Department Editor,2026,2026,1
Melvyn Sim,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Mor Armony,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Morris Cohen,,Manufacturing & Service Operations Management,Department Editor,2019,2020,2
Operational Innovation,,Manufacturing & Service Operations Management,Department Editor,2024,2026,2
Pavithra Harsha,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Practice Platform,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Robert Swinney,,Manufacturing & Service Operations Management,Department Editor,2024,2026,2
Ryan Buell,,Manufacturing & Service Operations Management,Department Editor,2026,2026,1
Tinglong Dai,,Manufacturing & Service Operations Management,Department Editor,2026,2026,1
Wedad Elmaghraby,,Manufacturing & Service Operations Management,Department Editor,2021,2026,5
Christopher S. Tang,,Manufacturing & Service Operations Management,Editor-In-Chief,2019,2020,2
Georgia Perakis,,Manufacturing & Service Operations Management,Editor-In-Chief,2021,2026,5
Alberto Del Pia,,Mathematical Programming,Associate Editor,2025,2025,1
Alois Pichler,,Mathematical Programming,Associate Editor,2025,2025,1
Amitabh Basu,,Mathematical Programming,Associate Editor,2025,2025,1
Anthony So,,Mathematical Programming,Associate Editor,2025,2025,1
Damek Shea Davis,,Mathematical Programming,Associate Editor,2025,2025,1
Defeng Sun,,Mathematical Programming,Associate Editor,2025,2025,1
Edouard Pauwels,,Mathematical Programming,Associate Editor,2025,2025,1
Fatma Kilinc-Karzan,,Mathematical Programming,Associate Editor,2025,2025,1
Frank Curtis,,Mathematical Programming,Associate Editor,2025,2025,1
Frank Vallentin,,Mathematical Programming,Associate Editor,2025,2025,1
George Lan,,Mathematical Programming,Associate Editor,2025,2025,1
Giacomo Zambelli,,Mathematical Programming,Associate Editor,2025,2025,1
Huifu Xu,,Mathematical Programming,Associate Editor,2025,2025,1
Jerome Bolte,,Mathematical Programming,Associate Editor,2025,2025,1
Juan Pablo Vielma,,Mathematical Programming,Associate Editor,2025,2025,1
Karthik Natarajan,,Mathematical Programming,Associate Editor,2025,2025,1
Laura Sanità,,Mathematical Programming,Associate Editor,2025,2025,1
Lin Xiao,,Mathematical Programming,Associate Editor,2025,2025,1
Luis Nunes Vicente,,Mathematical Programming,Associate Editor,2025,2025,1
László Végh,,Mathematical Programming,Associate Editor,2025,2025,1
Mikhail Solodov,,Mathematical Programming,Associate Editor,2025,2025,1
Monique Laurent,,Mathematical Programming,Associate Editor,2025,2025,1
Nicolas Boumal,,Mathematical Programming,Associate Editor,2025,2025,1
Pascal Van Hentenryck,,Mathematical Programming,Associate Editor,2025,2025,1
Peyman Mohajerin Esfahani,,Mathematical Programming,Associate Editor,2025,2025,1
Radu Bot,,Mathematical Programming,Associate Editor,2025,2025,1
Rui Gao,,Mathematical Programming,Associate Editor,2025,2025,1
Samuel Burer,,Mathematical Programming,Associate Editor,2025,2025,1
Santanu Dey,,Mathematical Programming,Associate Editor,2025,2025,1
Satoru Iwata,,Mathematical Programming,Associate Editor,2025,2025,1
Sebastian Pokutta,,Mathematical Programming,Associate Editor,2025,2025,1
Simge Kucukyavuz,,Mathematical Programming,Associate Editor,2025,2025,1
Weijun Xie,,Mathematical Programming,Associate Editor,2025,2025,1
Xudong Li,,Mathematical Programming,Associate Editor,2025,2025,1
Ying Cui,,Mathematical Programming,Associate Editor,2025,2025,1
Yuri Faenza,,Mathematical Programming,Associate Editor,2025,2025,1
Alper Atamturk,,Mathematical Programming,Editorial Board,2025,2025,1
Amir Beck,,Mathematical Programming,Editorial Board,2025,2025,1
Andrea Lodi,,Mathematical Programming,Editorial Board,2025,2025,1
Daniel Kuhn,,Mathematical Programming,Editorial Board,2025,2025,1
Jens Vygen,,Mathematical Programming,Editorial Board,2025,2025,1
Katya Scheinberg,,Mathematical Programming,Editorial Board,2025,2025,1
Kim-Chuan Toh,,Mathematical Programming,Editorial Board,2025,2025,1
Volker Kaibel,,Mathematical Programming,Editorial Board,2025,2025,1
A. Shapiro,,Mathematical Programming,Senior Editor,2025,2025,1
D. Goldfarb,,Mathematical Programming,Senior Editor,2025,2025,2
D. Ralph,,Mathematical Programming,Senior Editor,2025,2025,1
J. Lee,,Mathematical Programming,Senior Editor,2025,2025,1
J.-S. Pang,,Mathematical Programming,Senior Editor,2025,2025,1
J.R. Birge,,Mathematical Programming,Senior Editor,2025,2025,1
K.M. Anstreicher,,Mathematical Programming,Senior Editor,2025,2025,1
L. A. Wolsey,,Mathematical Programming,Senior Editor,2025,2025,2
M. Grötschel,,Mathematical Programming,Senior Editor,2025,2025,1
M. J. Todd,,Mathematical Programming,Senior Editor,2025,2025,2
M.L. Balinski,,Mathematical Programming,Senior Editor,2025,2025,2
R.E. Bixby,,Mathematical Programming,Senior Editor,2025,2025,1
R.W. Cottle,,Mathematical Programming,Senior Editor,2025,2025,1
S. Leyffer,,Mathematical Programming,Senior Editor,2025,2025,1
S.J. Wright,,Mathematical Programming,Senior Editor,2025,2025,1
W.J. Cook,,Mathematical Programming,Senior Editor,2025,2025,1
W.R. Pulleyblank,,Mathematical Programming,Senior Editor,2025,2025,1
Alan J. Hoffman,,Mathematics of Operations Research,Advisory Editor,2019,2024,5
Alvin E. Roth,,Mathematics of Operations Research,Advisory Editor,2019,2026,6
Announcements Archive,,Mathematics of Operations Research,Advisory Editor,2019,2020,2
Arthur F. Veinott Jr.,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
East Asia,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Ethical Guidelines,,Mathematics of Operations Research,Advisory Editor,2019,2020,2
Geographic Distribution,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Gérard Cornuéjols,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
Hayes Simpson,,Mathematics of Operations Research,Advisory Editor,2024,2026,2
Jan Karel Lenstra,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
Nimrod Megiddo,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
Northern America,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Peter W. Glyn,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Peter W. Glynn,,Mathematics of Operations Research,Advisory Editor,2019,2024,5
Richard M. Karp,,Mathematics of Operations Research,Advisory Editor,2019,2026,6
Robert J. Aumann,,Mathematics of Operations Research,Advisory Editor,2019,2026,6
Ronald L. Graham,,Mathematics of Operations Research,Advisory Editor,2019,2024,5
Ruth Williams,,Mathematics of Operations Research,Advisory Editor,2019,2026,6
South Asia,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Stephen M. Robinson,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
Sub-Saharan Africa,,Mathematics of Operations Research,Advisory Editor,2026,2026,1
Submission Guidelines,,Mathematics of Operations Research,Advisory Editor,2019,2020,2
Uriel G. Rothblum,,Mathematics of Operations Research,Advisory Editor,2021,2026,4
Ward Whitt,,Mathematics of Operations Research,Advisory Editor,2019,2026,6
Web Feed,,Mathematics of Operations Research,Advisory Editor,2019,2020,2
Amitabh Basu,,Mathematics of Operations Research,Area Editor,2024,2026,2
Benjamin Van Roy,,Mathematics of Operations Research,Area Editor,2019,2019,1
Continuous Optimization,,Mathematics of Operations Research,Area Editor,2019,2026,6
David Gamarnik,,Mathematics of Operations Research,Area Editor,2024,2026,2
Discrete Optimization,,Mathematics of Operations Research,Area Editor,2019,2026,6
Frank Curtis,,Mathematics of Operations Research,Area Editor,2024,2026,2
Game Theory,,Mathematics of Operations Research,Area Editor,2019,2026,6
George Lan,,Mathematics of Operations Research,Area Editor,2026,2026,1
Henry Lam,,Mathematics of Operations Research,Area Editor,2026,2026,1
Jens Vygen,,Mathematics of Operations Research,Area Editor,2019,2022,4
Jose Blanchet,,Mathematics of Operations Research,Area Editor,2020,2024,4
José Correa,,Mathematics of Operations Research,Area Editor,2019,2022,4
Kavita Ramanan,,Mathematics of Operations Research,Area Editor,2019,2019,1
Learning Theory,,Mathematics of Operations Research,Area Editor,2019,2026,6
Marco Scarsini,,Mathematics of Operations Research,Area Editor,2024,2026,2
Michael Friedlander,,Mathematics of Operations Research,Area Editor,2019,2022,4
Panayotis Mertikopoulos,,Mathematics of Operations Research,Area Editor,2026,2026,1
Peter Bartlett,,Mathematics of Operations Research,Area Editor,2020,2022,3
Rayadurgam Srikant,,Mathematics of Operations Research,Area Editor,2024,2024,1
Shie Mannor,,Mathematics of Operations Research,Area Editor,2019,2019,1
Stochastic Models,,Mathematics of Operations Research,Area Editor,2019,2026,6
Aida Khajavirad,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Alberto Del Pia,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Amarjit Budhiraja,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Amber L. Puha,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Anthony Man-Cho So,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Ben Moseley,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Bettina Klaus,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Boris Hanin,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Bruno Ziliotto,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Catherine Rainer,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Continuous Optimization,,Mathematics of Operations Research,Associate Editor,2019,2026,6
Daniel Dadush,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Daniel H. Lacker,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Daniel Robinson,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Daniela Saban,,Mathematics of Operations Research,Associate Editor,2026,2026,1
David Kempe,,Mathematics of Operations Research,Associate Editor,2026,2026,1
David Leslie,,Mathematics of Operations Research,Associate Editor,2026,2026,1
David Shmoys,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Didier Henrion,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Discrete Optimization,,Mathematics of Operations Research,Associate Editor,2019,2026,6
Dmitriy Drusvyatskiy,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Dylan Possamai,,Mathematics of Operations Research,Associate Editor,2026,2026,1
ETH Zürich,,Mathematics of Operations Research,Associate Editor,2026,2026,2
Edith Elkind,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Eilon Solan,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Eran Shmaya,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Erhan Bayraktar,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Eugene Feinberg,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Fatma Kilinc-Karzan,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Francesca Parise,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Game Theory,,Mathematics of Operations Research,Associate Editor,2019,2026,6
Giacomo Nannicini,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Giacomo Zambelli,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Gilles Stoltz,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Google Zürich,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Guanyang Wang,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Guodong Pang,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Hiroshi Hirai,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Irene Lo,,Mathematics of Operations Research,Associate Editor,2026,2026,1
James Luedtke,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Jean-Jacques Herings,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Jean-Philippe P. Richard,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Jiawang Nie,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Jing Dong,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Johannes Milz,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Johannes Wiesel,,Mathematics of Operations Research,Associate Editor,2026,2026,1
José Correa,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Karthyek Murthy,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Laura Sanità,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Learning Theory,,Mathematics of Operations Research,Associate Editor,2019,2026,6
László Végh,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Marcel Nutz,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Mert Gurbuzbalaban,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Mete Soner,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Michal Feldman,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Naci Saldi,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Necdet Serhat Aybat,,Mathematics of Operations Research,Associate Editor,2026,2026,1
New Brunswick,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Ozan Candogan,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Panayotis Mertikopoulos,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Patrick Mehlitz,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Paul Dütting,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Philip A. Ernst,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Philipp Strack,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Philipps-Universität Marburg,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Pierre Cardaliaguet,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Qiaomin Xie,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Rama Cont,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Renyuan Xu,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Ruodu Wang,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Ruta Mehta,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Santanu Dey,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Satoru Iwata,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Satyen Kalen,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Shoham Sabach,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Siva Theja Maguluri,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Stochastic Models,,Mathematics of Operations Research,Associate Editor,2019,2026,6
Thaleia Zariphopoulou,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Tim Hoheisel,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Ting Kei Pong,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Tobias Harks,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Uday Shanbhag,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Universität Passau,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Vahab Mirrokni,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Vasilis Syrgkanis,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Vera Traub,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Vianney Perchet,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Vijay Subramanian,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Viswanath Nagarajan,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Warut Suksompong,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Weina Wang,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Wenpin Tang,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Yakov Babichenko,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Yangyang Xu,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Yiping Lu,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Yu Yokoi,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Zhaosong Lu,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Zhengyuan Zhou,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Zuoquan Xu,,Mathematics of Operations Research,Associate Editor,2026,2026,1
Harold S. Mohler Laboratory,,Mathematics of Operations Research,Editor-In-Chief,2019,2019,1
Jose Blanchet,,Mathematics of Operations Research,Editor-In-Chief,2026,2026,1
Katya Scheinberg,,Mathematics of Operations Research,Editor-In-Chief,2019,2024,5
Achal Bassamboo,,Naval Research Logistics,Associate Editor,2022,2024,2
Ali Makhdoumi,,Naval Research Logistics,Associate Editor,2024,2024,1
Ana Muriel,,Naval Research Logistics,Associate Editor,2022,2024,2
Ana Viana,,Naval Research Logistics,Associate Editor,2022,2022,1
Antigua And Barbuda,,Naval Research Logistics,Associate Editor,2024,2024,1
Anton J. Kleywegt,,Naval Research Logistics,Associate Editor,2022,2024,2
Bin Hu,,Naval Research Logistics,Associate Editor,2022,2024,2
Bo Henry Lindqvist,,Naval Research Logistics,Associate Editor,2022,2024,2
Bosnia And Herzegovina,,Naval Research Logistics,Associate Editor,2024,2024,1
Bouvet Island,,Naval Research Logistics,Associate Editor,2024,2024,1
British Indian Ocean Territory,,Naval Research Logistics,Associate Editor,2024,2024,1
Brunei Darussalam,,Naval Research Logistics,Associate Editor,2024,2024,1
Burkina Faso,,Naval Research Logistics,Associate Editor,2024,2024,1
Cape Verde,,Naval Research Logistics,Associate Editor,2024,2024,1
Cayman Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Change Password,,Naval Research Logistics,Associate Editor,2022,2024,2
Christmas Island,,Naval Research Logistics,Associate Editor,2024,2024,1
Chung-Lun Li,,Naval Research Logistics,Associate Editor,2022,2024,2
Cong Shi,,Naval Research Logistics,Associate Editor,2022,2024,2
Cook Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Costa Rica,,Naval Research Logistics,Associate Editor,2024,2024,1
Czech Republic,,Naval Research Logistics,Associate Editor,2024,2024,1
Côte D'ivoire,,Naval Research Logistics,Associate Editor,2024,2024,1
Damian Beil,,Naval Research Logistics,Associate Editor,2022,2022,1
Damian Bell,,Naval Research Logistics,Associate Editor,2024,2024,1
David Papp,,Naval Research Logistics,Associate Editor,2022,2024,2
Dominican Republic,,Naval Research Logistics,Associate Editor,2024,2024,1
Ebru Bish,,Naval Research Logistics,Associate Editor,2022,2024,2
El Salvador,,Naval Research Logistics,Associate Editor,2024,2024,1
Enno Siemsen,,Naval Research Logistics,Associate Editor,2022,2024,2
Equatorial Guinea,,Naval Research Logistics,Associate Editor,2024,2024,1
Erik Demeulemeester,,Naval Research Logistics,Associate Editor,2022,2024,2
Falkland Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Faroe Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Fernando Ordonez,,Naval Research Logistics,Associate Editor,2022,2024,2
Flora Spieksma,,Naval Research Logistics,Associate Editor,2022,2024,2
French Guiana,,Naval Research Logistics,Associate Editor,2024,2024,1
French Polynesia,,Naval Research Logistics,Associate Editor,2024,2024,1
French Southern Territories,,Naval Research Logistics,Associate Editor,2024,2024,1
Gad Allon,,Naval Research Logistics,Associate Editor,2022,2024,2
Garud Iyengar,,Naval Research Logistics,Associate Editor,2022,2024,2
George Shanthikumar,,Naval Research Logistics,Associate Editor,2022,2024,2
George Vairaktarakis,,Naval Research Logistics,Associate Editor,2022,2024,2
Gilbert Laporte,,Naval Research Logistics,Associate Editor,2022,2024,2
Guangwen Kong,,Naval Research Logistics,Associate Editor,2024,2024,1
Guangwu Liu,,Naval Research Logistics,Associate Editor,2022,2024,2
H.K. Tony Ng,,Naval Research Logistics,Associate Editor,2022,2024,2
Harold W. Kuhn Award,,Naval Research Logistics,Associate Editor,2022,2024,2
Holy See,,Naval Research Logistics,Associate Editor,2024,2024,1
Hong Kong,,Naval Research Logistics,Associate Editor,2024,2024,1
Hossein Abouee Mehrizi,,Naval Research Logistics,Associate Editor,2022,2024,2
Hui Zhao,,Naval Research Logistics,Associate Editor,2022,2024,2
Huseyin Topaloglu,,Naval Research Logistics,Associate Editor,2022,2024,2
Inês Marques,,Naval Research Logistics,Associate Editor,2022,2022,1
James H. Bookbinder,,Naval Research Logistics,Associate Editor,2022,2024,2
Janny M.Y. Leung,,Naval Research Logistics,Associate Editor,2022,2024,2
Javad Nasiry,,Naval Research Logistics,Associate Editor,2024,2024,1
Jiahua Wu,,Naval Research Logistics,Associate Editor,2022,2024,2
Joana Matos Dias,,Naval Research Logistics,Associate Editor,2022,2022,1
John Birge,,Naval Research Logistics,Associate Editor,2022,2024,2
Jun Zhuang,,Naval Research Logistics,Associate Editor,2022,2024,2
Junfei Huang,,Naval Research Logistics,Associate Editor,2024,2024,1
Kash Barker,,Naval Research Logistics,Associate Editor,2022,2024,2
Kevin D. Glazebrook,,Naval Research Logistics,Associate Editor,2022,2024,2
Kibaek Kim,,Naval Research Logistics,Associate Editor,2022,2024,2
Kostas Bimpikis,,Naval Research Logistics,Associate Editor,2022,2024,2
Kyle Lin,,Naval Research Logistics,Associate Editor,2022,2024,2
Lao People's Democratic Republic,,Naval Research Logistics,Associate Editor,2024,2024,1
Leon Zhu,,Naval Research Logistics,Associate Editor,2022,2024,2
Libyan Arab Jamahiriya,,Naval Research Logistics,Associate Editor,2024,2024,1
Linwei Xin,,Naval Research Logistics,Associate Editor,2022,2024,2
Mark P. Van Oyen,,Naval Research Logistics,Associate Editor,2022,2024,2
Marshall Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Martin Bichler,,Naval Research Logistics,Associate Editor,2022,2024,2
Matt Carlyle,,Naval Research Logistics,Associate Editor,2022,2024,2
Matthew Robbins,,Naval Research Logistics,Associate Editor,2022,2024,2
Michael N. Katehakis,,Naval Research Logistics,Associate Editor,2022,2024,2
Michal Tzur,,Naval Research Logistics,Associate Editor,2022,2024,2
Mili Mehrotra,,Naval Research Logistics,Associate Editor,2022,2024,2
NEW USER,,Naval Research Logistics,Associate Editor,2022,2024,2
Nan Liu,,Naval Research Logistics,Associate Editor,2022,2024,2
Nan Yang,,Naval Research Logistics,Associate Editor,2022,2024,2
Negin Golrezai,,Naval Research Logistics,Associate Editor,2024,2024,1
Netherlands Antilles,,Naval Research Logistics,Associate Editor,2024,2024,1
New Caledonia,,Naval Research Logistics,Associate Editor,2024,2024,1
New Password,,Naval Research Logistics,Associate Editor,2022,2024,2
New Zealand,,Naval Research Logistics,Associate Editor,2024,2024,1
Norfolk Island,,Naval Research Logistics,Associate Editor,2024,2024,1
Northern Mariana Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
Old Password,,Naval Research Logistics,Associate Editor,2022,2024,2
Ozan Candogan,,Naval Research Logistics,Associate Editor,2022,2024,2
Ozge Sahin,,Naval Research Logistics,Associate Editor,2024,2024,1
Papua New Guinea,,Naval Research Logistics,Associate Editor,2024,2024,1
Password Changed Successfully,,Naval Research Logistics,Associate Editor,2022,2024,2
Patrick Jaillet,,Naval Research Logistics,Associate Editor,2022,2024,2
Philip Kaminsky,,Naval Research Logistics,Associate Editor,2022,2024,2
Puerto Rico,,Naval Research Logistics,Associate Editor,2024,2024,1
Qian Liu,,Naval Research Logistics,Associate Editor,2022,2024,2
Refik Gullu,,Naval Research Logistics,Associate Editor,2022,2024,2
Related Titles,,Naval Research Logistics,Associate Editor,2022,2024,2
Request Username,,Naval Research Logistics,Associate Editor,2022,2024,2
Retsef Levi,,Naval Research Logistics,Associate Editor,2022,2024,2
Robert Day,,Naval Research Logistics,Associate Editor,2022,2024,2
Rommert Dekker,,Naval Research Logistics,Associate Editor,2022,2024,2
Russian Federation,,Naval Research Logistics,Associate Editor,2024,2024,1
S. Alex Yang,,Naval Research Logistics,Associate Editor,2022,2024,2
Saif Benjaafar,,Naval Research Logistics,Associate Editor,2022,2024,2
Saint Barthélemy,,Naval Research Logistics,Associate Editor,2024,2024,1
Saint Helena,,Naval Research Logistics,Associate Editor,2024,2024,1
Saint Kitts And Nevis,,Naval Research Logistics,Associate Editor,2024,2024,1
Saint Lucia,,Naval Research Logistics,Associate Editor,2024,2024,1
Saint Martin,,Naval Research Logistics,Associate Editor,2024,2024,1
Saint Pierre And Miquelon,,Naval Research Logistics,Associate Editor,2024,2024,1
San Marino,,Naval Research Logistics,Associate Editor,2024,2024,1
Sao Tome And Principe,,Naval Research Logistics,Associate Editor,2024,2024,1
Saudi Arabia,,Naval Research Logistics,Associate Editor,2024,2024,1
Sean X. Zhou,,Naval Research Logistics,Associate Editor,2022,2024,2
Sierra Leone,,Naval Research Logistics,Associate Editor,2024,2024,1
Sint Maarten,,Naval Research Logistics,Associate Editor,2024,2024,1
Solomon Islands,,Naval Research Logistics,Associate Editor,2024,2024,1
South Africa,,Naval Research Logistics,Associate Editor,2024,2024,1
South Sudan,,Naval Research Logistics,Associate Editor,2024,2024,1
Sri Lanka,,Naval Research Logistics,Associate Editor,2024,2024,1
Sridhar Seshadri,,Naval Research Logistics,Associate Editor,2022,2024,2
Stefanus Jasin,,Naval Research Logistics,Associate Editor,2022,2024,2
Stephen Shum,,Naval Research Logistics,Associate Editor,2022,2024,2
Susan Lu,,Naval Research Logistics,Associate Editor,2022,2024,2
Svalbard And Jan Mayen,,Naval Research Logistics,Associate Editor,2024,2024,1
Syrian Arab Republic,,Naval Research Logistics,Associate Editor,2024,2024,1
